262,0,0,0,-0.50537109375,0,2.48291015625,0
262,0,0,0,-0.6591796875,0,2.48291015625,0
262,0,0,0,-0.703125,0,2.43896484375,0
262,0,0,0,-0.615234375,0,2.48291015625,0
262,0,0,0,-0.7470703125,0,2.48291015625,0
262,0,0,0,-0.63720703125,0,2.39501953125,0
262,0,0,0,-0.7470703125,0,2.548828125,0
262,0,0,0,-0.6591796875,0,2.4609375,0
262,0,0,0,-0.703125,0,2.48291015625,0
262,0,0,0,-0.6591796875,0,2.43896484375,0
262,0,0,0,-0.7470703125,0,2.373046875,0
262,0,0,0,-0.68115234375,0,2.4169921875,0
262,0,0,0,-0.72509765625,0,2.4169921875,0
262,0,0,0,-0.7470703125,0,2.43896484375,0
262,0,0,0,-0.68115234375,0,2.48291015625,0
262,0,0,0,-0.7470703125,0,2.4609375,0
262,0,0,0,-0.703125,0,2.4609375,0
262,0,0,0,-0.72509765625,0,2.43896484375,0
262,0,0,0,-0.76904296875,0,2.4169921875,0
262,0,0,0,-0.76904296875,0,2.43896484375,0
262,0,0,0,-0.72509765625,0,2.4609375,0
262,0,0,0,-0.72509765625,0,2.4609375,0
262,0,0,0,-0.7470703125,0,2.43896484375,0
262,0,0,0,-0.8349609375,0,2.43896484375,0
